,text,clean
8034,Sosyal yardımlaşma ve dayanışma vakıflarımıza her ay aktardığımız kaynak tutarı 450 milyon liradan 850 milyon liraya çıktı.  10 ay evvel yaşadığımız ve ekonomimize 104 milyar dolar ilave yük getiren deprem felaketine rağmen 85 milyonun hiçbir ferdini ihmal etmiyoruz.,sosyal yardımlaşma dayanışma vakıflarımıza aktardığımız kaynak tutarı milyon liradan milyon liraya çıktı evvel yaşadığımız ekonomimize milyar dolar ilave yük getiren deprem felaketine milyonun hiçbir ferdini ihmal etmiyoruz
8035,İhtiyaç sahibi vatandaşlarımıza yönelik doğal gaz tüketim desteğini düzenli sosyal yardım programlarımıza dâhil ettik.  Yıllık 900 ila 2 bin 500 lira arasında olan toplam 8 aylık ödeme miktarını 1.500 ila 3 bin 500 liraya yükselttik.,ihtiyaç sahibi vatandaşlarımıza yönelik doğal gaz tüketim desteğini düzenli sosyal yardım programlarımıza dâhil ettik yıllık ila lira arasında toplam aylık ödeme miktarını ila liraya yükselttik
8036,Kabine Toplantısı Sonrası Millete Sesleniş https://nitter.mint.lgbt/i/broadcasts/1jMJgmWlYkOKL,kabine toplantısı sonrası millete sesleniş
8037,"Cumhurbaşkanımız @RTErdogan, Katar ziyareti dönüşünde medya mensuplarının sorularını yanıtladı, gündeme ilişkin değerlendirmelerde bulundu.",cumhurbaşkanımız katar ziyareti dönüşünde medya mensuplarının sorularını yanıtladı gündeme ilişkin değerlendirmelerde bulundu
8038,Cumhurbaşkanımız @RTErdogan:  “Gazze'deki mezalimin Suriye'yi de içerecek bölgesel bir savaşa dönüşmesine fırsat vermememiz gerekiyor.”,cumhurbaşkanımız gazze mezalimin suriye içerecek bölgesel savaşa dönüşmesine fırsat vermememiz gerekiyor
8039,"Bugün Katar’da gerçekleştirdiğimiz Körfez İşbirliği Konseyi 44’üncü Zirvesi’nin hayırlara vesile olmasını diliyorum.  Türk ekonomisine güvenen kardeşlerimize gereken her türlü desteği vermeye hazırız.                                                                                  Körfez ülkeleriyle ticaret hacmimiz son 20 yılda 13 kat artarak geçen sene itibarıyla 23 milyar dolara ulaştı.  Körfez bölgesini ülkemiz üzerinden kara yoluyla Avrupa’ya bağlayan ulaştırma projelerine büyük önem atfediyoruz.  Bu projelerin enerji iş birlikleriyle taçlandırılması gerektiğine inanıyoruz.  Türkiye, uluslararası yatırımcılar için güvenli liman olma vasfını koruyor.  Savunma sanayi alanında Körfez’deki kardeşlerimizle hamdolsun çok farklı bir ivme yakaladık.  Son hadiseler, bu alandaki iş birliğimizin ne kadar önemli ve stratejik olduğunu ortaya koydu.  Ortak üretim ve finansman dâhil savunma sanayindeki iş birliğimizi çeşitlendirmemizde fayda görüyorum.  Katar Devlet Başkanı, kıymetli kardeşim Şeyh Temim’e şahsımı Körfez İşbirliği Konseyi 44’üncü Zirvesi’ne “Onur Konuğu” olarak daveti için teşekkür ediyorum.  Körfez bölgesiyle yakın temasımızı ve stratejik iş birliğimizi ortak çıkarlar ve karşılıklı saygı temelinde ilerletmeyi sürdüreceğiz.",bugün katar gerçekleştirdiğimiz körfez işbirliği konseyi zirvesi hayırlara vesile olmasını diliyorum türk ekonomisine güvenen kardeşlerimize gereken türlü desteği vermeye hazırız körfez ülkeleriyle ticaret hacmimiz yılda kat artarak geçen sene itibarıyla milyar dolara ulaştı körfez bölgesini ülkemiz üzerinden kara yoluyla avrupa bağlayan ulaştırma projelerine büyük önem atfediyoruz projelerin enerji iş birlikleriyle taçlandırılması gerektiğine inanıyoruz türkiye uluslararası yatırımcılar güvenli liman olma vasfını koruyor savunma sanayi alanında körfez kardeşlerimizle hamdolsun farklı ivme yakaladık hadiseler alandaki iş birliğimizin önemli stratejik olduğunu ortaya koydu ortak üretim finansman dâhil savunma sanayindeki iş birliğimizi çeşitlendirmemizde fayda görüyorum katar devlet başkanı kıymetli kardeşim şeyh temim şahsımı körfez işbirliği konseyi zirvesi onur konuğu daveti teşekkür ediyorum körfez bölgesiyle yakın temasımızı stratejik iş birliğimizi ortak çıkarlar karşılıklı saygı temelinde ilerletmeyi sürdüreceğiz
8040,Körfez İşbirliği Konseyi Zirvesi https://nitter.mint.lgbt/i/broadcasts/1BdxYrmmEZMKX,körfez işbirliği konseyi zirvesi
8041,Cumhurbaşkanımız @RTErdogan:  “Gerek ikili düzeyde gerekse uluslararası platformları kullanarak nefret suçlarıyla mücadelemizi kararlılıkla sürdüreceğiz.”,cumhurbaşkanımız gerek ikili düzeyde gerekse uluslararası platformları kullanarak nefret suçlarıyla mücadelemizi kararlılıkla sürdüreceğiz
8042,"Cumhurbaşkanımız @RTErdogan:  “Gazze'de şehit edilen her üç kişiden ikisini çocuklar, bebekler ve kadınlar oluşturuyor.  Öyle bir tablo ki küresel güvenlik ve barışı korumak için kurulan Birleşmiş Milletler, kendi çalışanlarını dahi İsrail'in barbarlığından koruyamıyor.”",cumhurbaşkanımız gazze şehit edilen kişiden ikisini çocuklar bebekler kadınlar oluşturuyor tablo küresel güvenlik barışı korumak kurulan birleşmiş milletler çalışanlarını dahi israil barbarlığından koruyamıyor
8043,"Diyanet İşleri Eski Başkanlarından, ülkemizin yetiştirdiği en önemli İslam âlimlerinden, dava ve gönül adamı Lütfi Doğan hocamızın vefatını derin bir teessürle öğrendim.  Muhterem Lütfi Doğan hocamıza Allah’tan rahmet; yakınlarına, dava ve yol arkadaşlarına sabır niyaz ediyorum.",diyanet işleri eski başkanlarından ülkemizin yetiştirdiği önemli islam âlimlerinden dava gönül adamı lütfi doğan hocamızın vefatını derin teessürle öğrendim muhterem lütfi doğan hocamıza allah rahmet yakınlarına dava yol arkadaşlarına sabır niyaz ediyorum
8044,İSEDAK 39'uncu Bakanlar Oturumu https://nitter.mint.lgbt/i/broadcasts/1DXxyjzBzgkKM,isedak bakanlar oturumu
8045,"3 Aralık Dünya Engelliler Günü'nün, zorluklara rağmen azim ve kararlılıkla hayata tutunan engellilere yönelik farkındalığın artmasına vesile olmasını diliyorum.  Engelli kardeşlerimizin sosyal hayatımızdaki yerini daha da güçlendirmek için çalışmalarımız aralıksız devam edecek.",aralık dünya engelliler günü zorluklara azim kararlılıkla hayata tutunan engellilere yönelik farkındalığın artmasına vesile olmasını diliyorum engelli kardeşlerimizin sosyal hayatımızdaki yerini güçlendirmek çalışmalarımız aralıksız devam edecek
8046,"AK Parti Artvin İl Gençlik Kolları Başkanımız, değerli yol ve dava arkadaşımız Doğukan İslamoğlu'nun vefatından derin üzüntü duydum. Merhum kardeşimize Allah'tan rahmet; ailesine, sevenlerine ve tüm teşkilatımıza başsağlığı diliyorum.",ak parti artvin gençlik kolları başkanımız değerli yol dava arkadaşımız doğukan islamoğlu vefatından derin üzüntü duydum merhum kardeşimize allah rahmet ailesine sevenlerine teşkilatımıza başsağlığı diliyorum
8047,"Cumhurbaşkanımız @RTErdogan, Birleşik Arap Emirlikleri ziyareti dönüşünde medya mensuplarının sorularını yanıtladı, gündeme ilişkin değerlendirmelerde bulundu.",cumhurbaşkanımız birleşik arap emirlikleri ziyareti dönüşünde medya mensuplarının sorularını yanıtladı gündeme ilişkin değerlendirmelerde bulundu
8048,"Bugün Dubai’de gerçekleştirdiğimiz Dünya İklim Eylemi Zirvesi’nin tüm insanlık için hayırlara vesile olmasını diliyorum.                                                                                                                                                                  Türkiye tüm krizlerde barışın yanında olmuş, adalet ve hakkaniyet temelinde çözüm için çalışmıştır.  İklim değişikliğine de bu perspektiften yaklaşıyoruz.  2053 yılı itibarıyla net sıfır emisyon hedefini gerçekleştirmeyi öngörüyoruz.  Toplam kurulu güç içerisinde yenilenebilir enerji kaynaklarının payını %55’e yükselttik. Bu oranla Avrupa’da 5’inci, dünyada ise 12’nci sırada yer alıyoruz.  Jeotermal kurulu gücünde Avrupa’da 1’inci, dünyada 4’üncüyüz.  Hidroelektrik santrali kurulu gücünde ise Avrupa’da 2’nci, dünyada 9’uncu sıradayız.  2053’te yenilenebilir enerjinin payını %69’a çıkarmayı planlıyoruz.  Eşim @EmineErdogan’ın himayesinde başlatılan Sıfır Atık Projesi’yle atıkların geri kazanım oranını 2035 yılında %60’a taşıyacağız.  İklim kriziyle ilgili görüşlerimizi paylaşırken hemen yanı başımızda, Filistin topraklarında yaşanan insani krize değinmeden geçemeyiz.  İsrail saldırıları sonucu, çoğunluğu çocuk ve kadın 16 bini aşkın Filistinli masum sivilin hayatını kaybetmesi hiçbir şekilde meşru gösterilemez.  Son gelişmelerle birlikte 1967 sınırları temelinde, başkenti Doğu Kudüs olan, bağımsız, egemen ve toprak bütünlüğünü haiz bir Filistin devletinin kurulmasının ehemmiyetini hep birlikte tekrar gördük.  Türkiye olarak bunun tesis ve temini noktasında her türlü sorumluluğu almaya hazırız.  Bu vesileyle tekrar vurgulamak istiyorum: “Dünya beşten büyüktür” ve “daha adil bir dünya mümkündür”.",bugün dubai gerçekleştirdiğimiz dünya iklim eylemi zirvesi insanlık hayırlara vesile olmasını diliyorum türkiye krizlerde barışın yanında olmuş adalet hakkaniyet temelinde çözüm çalışmıştır iklim değişikliğine perspektiften yaklaşıyoruz yılı itibarıyla net sıfır emisyon hedefini gerçekleştirmeyi öngörüyoruz toplam kurulu güç içerisinde yenilenebilir enerji kaynaklarının payını yükselttik oranla avrupa dünyada sırada yer alıyoruz jeotermal kurulu gücünde avrupa dünyada hidroelektrik santrali kurulu gücünde avrupa dünyada sıradayız yenilenebilir enerjinin payını çıkarmayı planlıyoruz eşim himayesinde başlatılan sıfır atık projesi atıkların geri kazanım oranını yılında taşıyacağız iklim kriziyle ilgili görüşlerimizi paylaşırken hemen yanı başımızda filistin topraklarında yaşanan insani krize değinmeden geçemeyiz israil saldırıları sonucu çoğunluğu çocuk kadın bini aşkın filistinli masum sivilin hayatını kaybetmesi hiçbir meşru gösterilemez gelişmelerle birlikte sınırları temelinde başkenti doğu kudüs bağımsız egemen toprak bütünlüğünü haiz filistin devletinin kurulmasının ehemmiyetini birlikte tekrar gördük türkiye tesis temini noktasında türlü sorumluluğu almaya hazırız vesileyle tekrar vurgulamak istiyorum dünya beşten büyüktür adil dünya mümkündür
8049,Dünya İklim Eylemi Zirvesi https://nitter.mint.lgbt/i/broadcasts/1vAGRvlvoOaGl,dünya iklim eylemi zirvesi
8050,"Cumhurbaşkanımız @RTErdogan:  “Gençler başta olmak üzere vatandaşımızın hükûmetimizden beklentisi, daha yüksek standartlarda bir hayat seviyesini kendisine sağlamasıdır. Türkiye Yüzyılı işte bu hedefin adıdır.”",cumhurbaşkanımız gençler başta olmak vatandaşımızın hükûmetimizden beklentisi yüksek standartlarda hayat seviyesini kendisine sağlamasıdır türkiye yüzyılı hedefin adıdır
8051,"Cumhurbaşkanımız @RTErdogan:  “CHP'li belediye başkanlarının olduğu yerlerde vatandaşımız öyle bir hale gelmiş ki en küçük bir hizmet görse halay çekiyor, davul zurna çaldırıyor.”",cumhurbaşkanımız chp belediye başkanlarının olduğu yerlerde vatandaşımız hale gelmiş küçük hizmet görse halay çekiyor davul zurna çaldırıyor
8052,AK Parti Genişletilmiş İl Başkanları Toplantısı https://nitter.mint.lgbt/i/broadcasts/1yoKMwQALDXJQ,ak parti genişletilmiş başkanları toplantısı
8053,"Son dönemde muhalefette yaşanan gelişmeleri sadece yüzümüz kızararak değil üzülerek de seyrediyoruz.   Milletimiz, muhalefetin pembe dizileri aratmayan hançer siyasetinden artık bıktı, usandı.  Vatandaş bırakın bunlara oy vermeyi adlarını duymak, yüzlerini görmek dahi istemiyor.   Çok açık ve net söylüyorum: Ne Türk siyaseti ne de Türk demokrasisi böyle bir manzarayı asla hak etmiyor.   Açıkçası seçim sonuçları açıklandıktan sonra biraz umutlanmıştık.  Belki hatalarını anlarlar, kendilerini sigaya çekerler diye ümit etmiştik.  “Ancak batı cephesinde değişen hiçbir şey olmadı.”  14-28 Mayıs seçimlerindeki ağır yenilginin tüm faturasını cumhurbaşkanı adaylarına kestiler, aynı tas aynı hamam yollarına pişkince devam ettiler.  Şimdi de devletin bakanlıklarını tereke malı gibi ona buna dağıttıkları gizli mutabakat konusunda aynı taktiği uyguluyorlar.  “Haberimiz yoktu” diyerek tam göbeğinde yer aldıkları kirli pazarlıklardan kendilerini temize çıkarmaya çalışıyorlar.  Utanmasalar seçim gecesi 10 dakikada bir kameralar önünde söyledikleri “kazanıyor” yalanını da inkâr edecekler.  Ama “video o kadar güzel bir alet ki” bunlara manevra fırsatı vermiyor.  Dün de millete hizmet gibi bir gündemleri yoktu bugün de yok…",dönemde muhalefette yaşanan gelişmeleri sadece yüzümüz kızararak üzülerek seyrediyoruz milletimiz muhalefetin pembe dizileri aratmayan hançer siyasetinden bıktı usandı vatandaş bırakın bunlara oy vermeyi adlarını duymak yüzlerini görmek dahi istemiyor açık net söylüyorum türk siyaseti türk demokrasisi manzarayı hak etmiyor açıkçası seçim sonuçları açıklandıktan biraz umutlanmıştık hatalarını anlarlar kendilerini sigaya çekerler ümit etmiştik batı cephesinde değişen hiçbir olmadı mayıs seçimlerindeki ağır yenilginin faturasını cumhurbaşkanı adaylarına kestiler aynı tas aynı hamam yollarına pişkince devam ettiler devletin bakanlıklarını tereke malı dağıttıkları gizli mutabakat konusunda aynı taktiği uyguluyorlar haberimiz yoktu diyerek tam göbeğinde yer aldıkları kirli pazarlıklardan kendilerini temize çıkarmaya çalışıyorlar utanmasalar seçim gecesi dakikada kameralar önünde söyledikleri kazanıyor yalanını inkâr edecekler video güzel alet bunlara manevra fırsatı vermiyor dün millete hizmet gündemleri yoktu bugün yok
8054,“Bizdeki muhalefetten ne köy olur ne de kasaba...”,bizdeki muhalefetten köy olur kasaba
8055,"Bugün 29 Kasım Filistin Halkıyla Uluslararası Dayanışma Günü...   Türkiye, tarih boyunca olduğu gibi bugün de devleti ve milletiyle Filistinli kardeşlerinin yanındadır. #FreePalestine                                                                                                   Gazzeli kardeşlerimize yönelik insani yardımlarımız devam ediyor. Bugüne kadar 12 uçak ve 1 gemi dolusu yardım malzemesini El Ariş'e sevk ettik.    1.500 ton insani yardım malzemesi taşıyan ikinci gemimiz bugün yola çıktı.  Kanser hastaları ve çocuklar başta olmak üzere yaralıların Türkiye'ye intikalini sağlayarak tedavileriyle ilgileniyoruz.  Gazze'de kuracağımız sahra hastanelerinin yer tespit çalışmaları yapılıyor.  Rehinelerin salıverilmesi ve ateşkesin kalıcı hale gelmesi için temaslarımıza hız vereceğiz.  İnşallah bundan sonra da girişimlerimiz çok boyutlu olarak sürecektir.",bugün kasım filistin halkıyla uluslararası dayanışma günü türkiye tarih boyunca olduğu bugün devleti milletiyle filistinli kardeşlerinin yanındadır gazzeli kardeşlerimize yönelik insani yardımlarımız devam ediyor bugüne uçak gemi dolusu yardım malzemesini ariş sevk ettik ton insani yardım malzemesi taşıyan ikinci gemimiz bugün yola çıktı kanser hastaları çocuklar başta olmak yaralıların türkiye intikalini sağlayarak tedavileriyle ilgileniyoruz gazze kuracağımız sahra hastanelerinin yer tespit çalışmaları yapılıyor rehinelerin salıverilmesi ateşkesin kalıcı hale gelmesi temaslarımıza hız vereceğiz inşallah girişimlerimiz boyutlu sürecektir
